image_id,lefteye_x,lefteye_y,righteye_x,righteye_y,nose_x,nose_y,leftmouth_x,leftmouth_y,rightmouth_x,rightmouth_y
021761.jpg,70,111,107,111,89,134,73,153,104,153
021762.jpg,69,111,108,112,93,138,67,152,110,152
021763.jpg,69,111,108,111,91,129,74,151,103,153
021764.jpg,69,111,108,112,91,135,74,152,104,151
021765.jpg,69,111,108,111,90,127,68,151,109,153
021766.jpg,69,112,109,111,98,130,68,153,108,150
021767.jpg,69,112,109,111,88,134,69,151,107,152
021768.jpg,71,111,107,111,101,128,77,154,100,152
021769.jpg,69,112,109,111,88,134,71,152,106,151
021770.jpg,67,112,110,112,91,140,66,150,110,151
021771.jpg,68,112,109,112,87,139,68,151,109,152
021772.jpg,70,111,107,111,91,131,71,152,105,153
021773.jpg,69,112,109,111,89,134,73,151,102,151
021774.jpg,70,111,107,111,90,137,77,152,100,153
021775.jpg,69,111,108,112,84,136,69,152,109,151
021776.jpg,67,112,109,112,88,135,66,151,111,150
021777.jpg,70,111,107,111,99,137,75,154,102,152
021778.jpg,71,110,105,111,79,136,74,153,104,155
021779.jpg,69,111,108,111,88,129,71,150,106,153
021780.jpg,70,110,106,111,91,135,75,153,103,153
021781.jpg,69,113,109,110,92,140,71,153,104,149
021782.jpg,70,111,108,111,91,132,70,152,106,153
021783.jpg,71,111,106,110,89,138,74,153,102,154
021784.jpg,68,112,109,112,93,140,70,153,106,148
021785.jpg,67,112,109,112,91,137,68,151,109,150
021786.jpg,68,111,108,112,81,138,72,151,106,152
021787.jpg,70,111,108,111,91,138,71,153,105,152
021788.jpg,71,111,106,110,78,141,75,153,102,154
021789.jpg,69,113,109,110,91,130,69,152,106,151
021790.jpg,66,113,112,112,88,138,66,149,110,149
021791.jpg,69,111,107,112,94,135,73,153,105,152
021792.jpg,69,111,108,111,85,134,74,153,102,151
021793.jpg,68,111,108,112,87,133,72,151,105,152
021794.jpg,71,111,106,110,90,137,74,154,102,153
021795.jpg,66,112,111,113,85,136,68,149,110,149
021796.jpg,67,112,110,112,91,139,68,150,109,151
021797.jpg,68,112,109,112,87,136,67,150,111,152
021798.jpg,69,111,108,112,77,138,66,152,112,152
021799.jpg,68,111,108,112,89,142,74,152,103,151
021800.jpg,69,113,109,110,89,143,69,152,106,151
021801.jpg,68,111,109,112,85,139,73,150,105,152
021802.jpg,70,109,105,112,103,129,75,154,104,154
021803.jpg,66,112,111,113,86,138,66,149,111,150
021804.jpg,68,113,110,111,94,137,67,153,108,148
021805.jpg,70,111,107,110,82,130,72,153,104,153
021806.jpg,70,111,107,111,89,134,75,153,102,152
021807.jpg,68,112,109,112,91,133,72,152,105,151
021808.jpg,68,112,109,112,91,139,67,152,110,150
021809.jpg,69,110,107,112,100,126,70,150,109,154
021810.jpg,69,111,108,112,92,139,71,152,106,152
021811.jpg,69,111,108,111,82,137,75,152,102,152
021812.jpg,70,113,109,110,95,142,66,154,109,150
021813.jpg,71,110,106,111,90,133,74,153,103,154
021814.jpg,71,111,106,110,89,132,72,152,105,154
021815.jpg,71,111,107,110,91,130,73,152,104,154
021816.jpg,74,110,104,108,81,127,77,155,98,157
021817.jpg,68,111,109,112,89,135,67,150,111,151
021818.jpg,70,111,107,111,94,132,73,152,105,153
021819.jpg,67,112,110,112,90,140,64,151,113,150
021820.jpg,69,112,109,111,89,130,69,151,107,151
021821.jpg,70,112,108,110,94,137,68,153,108,152
021822.jpg,67,112,110,112,85,141,66,150,111,150
021823.jpg,71,112,107,109,102,132,71,157,104,150
021824.jpg,74,110,104,109,65,129,71,161,105,151
021825.jpg,72,112,106,109,100,138,72,155,102,152
021826.jpg,68,111,108,112,86,136,69,150,109,152
021827.jpg,70,111,107,111,91,136,72,152,105,153
021828.jpg,68,112,109,112,90,142,72,151,105,151
021829.jpg,70,110,107,111,88,138,73,154,105,152
021830.jpg,70,111,107,111,89,137,73,151,104,154
021831.jpg,69,111,108,111,83,136,69,151,108,153
021832.jpg,69,111,108,112,88,137,74,152,104,152
021833.jpg,68,112,109,112,92,136,68,150,109,151
021834.jpg,69,112,108,111,84,140,70,152,106,152
021835.jpg,68,111,109,112,84,138,73,151,104,152
021836.jpg,69,112,109,111,94,137,68,153,108,150
021837.jpg,70,111,108,111,92,135,74,152,103,152
021838.jpg,69,112,108,111,93,135,73,152,103,152
021839.jpg,66,112,111,113,87,142,68,149,110,149
021840.jpg,69,111,108,111,93,134,69,151,108,152
021841.jpg,68,112,109,111,91,143,65,152,111,150
021842.jpg,69,111,108,111,94,140,70,153,106,152
021843.jpg,69,113,109,111,94,141,72,151,103,151
021844.jpg,67,112,110,112,90,144,64,150,113,150
021845.jpg,68,112,109,112,85,135,67,151,110,151
021846.jpg,68,111,109,112,82,137,67,152,110,151
021847.jpg,69,112,108,111,86,136,72,151,105,152
021848.jpg,72,110,105,110,75,136,73,156,103,153
021849.jpg,71,109,105,112,106,137,77,154,102,154
021850.jpg,68,112,109,112,90,136,68,151,110,151
021851.jpg,70,111,107,110,91,133,75,153,102,152
021852.jpg,67,111,109,113,85,137,75,151,104,150
021853.jpg,69,111,108,111,93,137,74,151,103,153
021854.jpg,70,111,107,111,85,128,73,153,104,152
021855.jpg,70,113,109,109,81,125,72,153,101,151
021856.jpg,72,111,106,110,85,132,73,154,103,154
021857.jpg,68,111,109,112,89,134,68,150,109,151
021858.jpg,71,114,109,108,74,123,72,155,100,150
021859.jpg,68,114,111,110,99,141,63,153,111,147
021860.jpg,73,111,105,108,102,138,74,157,100,153
021861.jpg,66,113,111,112,92,138,65,150,111,149
021862.jpg,69,112,109,111,91,138,69,152,108,151
021863.jpg,68,112,109,112,91,141,67,151,110,151
021864.jpg,67,111,109,114,83,141,66,149,113,151
021865.jpg,69,112,108,111,93,136,71,152,105,151
021866.jpg,69,112,108,111,100,138,67,153,109,151
021867.jpg,71,110,106,111,98,126,73,153,105,155
021868.jpg,69,112,108,111,93,133,69,153,107,151
021869.jpg,66,111,109,114,85,137,73,149,106,151
021870.jpg,70,111,107,111,82,132,70,153,106,152
021871.jpg,69,111,108,112,89,137,70,152,108,152
021872.jpg,70,111,107,111,87,138,72,153,105,154
021873.jpg,69,112,108,111,88,134,72,152,104,152
021874.jpg,68,112,109,111,87,130,69,151,107,151
021875.jpg,70,110,107,111,86,135,74,153,103,153
021876.jpg,67,112,110,112,86,136,65,150,112,150
021877.jpg,67,113,110,111,91,134,67,151,108,149
021878.jpg,70,111,108,111,93,138,72,153,104,151
021879.jpg,71,112,107,110,83,135,74,153,101,153
021880.jpg,70,108,105,112,82,136,76,154,104,154
021881.jpg,69,112,108,111,90,132,73,152,104,152
021882.jpg,67,113,110,111,88,137,67,149,108,151
021883.jpg,71,113,108,109,99,144,64,156,110,149
021884.jpg,69,111,108,112,86,132,74,151,104,152
021885.jpg,67,112,110,112,91,135,67,150,110,150
021886.jpg,71,111,106,110,85,137,75,154,101,153
021887.jpg,68,112,109,111,98,135,69,152,107,150
021888.jpg,68,111,108,112,93,124,72,151,107,152
021889.jpg,69,112,108,111,92,137,73,151,104,152
021890.jpg,69,112,109,110,101,141,70,152,105,151
021891.jpg,70,110,107,112,76,131,67,150,111,155
021892.jpg,70,111,107,111,88,135,71,154,106,152
021893.jpg,68,112,109,112,91,134,72,152,105,150
021894.jpg,70,111,107,111,87,133,72,152,105,153
021895.jpg,70,111,107,111,90,135,70,153,108,152
021896.jpg,70,111,107,111,97,133,76,153,101,153
021897.jpg,68,112,109,112,87,138,69,151,108,151
021898.jpg,69,112,108,111,85,132,71,152,105,151
021899.jpg,71,112,107,109,97,138,74,155,100,151
021900.jpg,69,112,108,111,99,132,68,152,108,151
021901.jpg,68,111,108,113,82,132,68,150,110,153
021902.jpg,68,112,109,111,92,138,69,152,108,151
021903.jpg,66,114,111,112,87,129,69,149,106,149
021904.jpg,69,111,108,111,90,134,71,152,106,152
021905.jpg,70,111,107,111,82,144,72,152,105,153
021906.jpg,69,110,107,112,82,142,68,152,111,152
021907.jpg,68,113,110,111,93,136,71,151,105,150
021908.jpg,71,110,105,111,90,135,74,156,104,152
021909.jpg,69,111,108,111,88,135,75,152,102,152
021910.jpg,69,111,108,111,95,136,70,153,107,151
021911.jpg,67,113,110,112,88,136,70,149,106,150
021912.jpg,69,111,108,112,90,136,74,152,104,152
021913.jpg,69,110,107,112,90,128,72,152,107,152
021914.jpg,71,111,107,110,84,133,73,154,102,152
021915.jpg,66,112,110,113,86,137,64,149,114,150
021916.jpg,69,111,108,112,87,135,70,152,107,151
021917.jpg,69,112,108,111,86,133,71,151,106,153
021918.jpg,71,112,107,109,96,137,73,155,102,152
021919.jpg,70,111,107,111,89,131,74,153,104,153
021920.jpg,70,110,107,111,85,138,69,153,109,153
021921.jpg,68,111,108,112,87,135,72,152,105,151
021922.jpg,67,111,109,113,89,136,69,152,110,149
021923.jpg,69,110,107,112,76,136,72,152,107,153
021924.jpg,67,112,109,112,89,140,66,151,112,150
021925.jpg,70,112,108,110,79,132,72,153,103,152
021926.jpg,70,111,107,111,84,134,76,153,101,152
021927.jpg,69,111,108,111,92,129,72,151,105,153
021928.jpg,70,110,106,112,97,133,76,153,102,154
021929.jpg,71,112,107,110,102,135,67,154,108,152
021930.jpg,67,112,110,112,89,137,66,150,110,150
021931.jpg,69,112,108,111,81,136,70,152,107,151
021932.jpg,73,108,103,111,71,135,75,155,104,157
021933.jpg,69,111,108,111,84,140,68,152,109,152
021934.jpg,67,111,109,113,86,141,71,150,107,151
021935.jpg,75,110,103,108,71,129,75,157,99,157
021936.jpg,71,111,106,110,98,133,73,155,103,153
021937.jpg,68,112,109,111,89,133,71,152,105,150
021938.jpg,70,111,107,111,85,133,74,153,103,152
021939.jpg,70,111,107,111,91,134,73,153,104,152
021940.jpg,70,110,107,111,85,136,72,153,105,153
021941.jpg,68,111,108,112,90,128,74,151,104,152
021942.jpg,69,113,109,110,83,123,69,152,104,151
021943.jpg,69,112,108,111,89,132,74,151,103,152
021944.jpg,70,111,107,111,97,129,70,153,107,152
021945.jpg,66,112,111,113,90,127,69,147,108,152
021946.jpg,70,110,106,111,91,139,73,153,104,153
021947.jpg,70,111,108,111,88,137,74,153,103,152
021948.jpg,70,113,108,110,97,137,70,154,104,150
021949.jpg,67,112,109,112,88,137,68,151,110,151
021950.jpg,66,113,111,113,86,134,68,148,109,150
021951.jpg,66,113,111,113,90,139,68,149,109,148
021952.jpg,70,110,106,111,90,130,73,155,105,152
021953.jpg,67,111,109,113,89,140,68,151,110,150
021954.jpg,70,111,107,111,90,138,70,152,106,153
021955.jpg,68,112,109,112,96,141,65,152,111,150
021956.jpg,70,111,107,111,90,136,73,152,104,153
021957.jpg,67,112,109,112,89,137,69,151,109,150
021958.jpg,69,111,107,111,88,135,74,152,103,152
021959.jpg,70,111,107,111,89,128,75,153,102,152
021960.jpg,69,112,108,111,87,134,75,152,100,152
021961.jpg,67,113,110,112,95,140,67,151,109,149
021962.jpg,70,114,109,109,99,138,73,153,100,150
021963.jpg,69,111,107,111,84,134,70,153,107,152
021964.jpg,68,112,109,112,87,141,65,151,111,151
021965.jpg,69,112,108,111,86,136,71,151,105,152
021966.jpg,68,112,109,111,98,142,68,152,108,149
021967.jpg,70,111,107,111,90,135,72,153,105,153
021968.jpg,68,113,110,111,92,134,69,151,107,150
021969.jpg,71,112,108,110,97,138,66,155,108,150
021970.jpg,68,111,108,112,89,138,72,151,106,151
021971.jpg,70,111,107,111,82,138,71,152,106,153
021972.jpg,68,112,109,111,90,132,71,151,104,151
021973.jpg,69,112,108,111,89,136,71,152,106,152
021974.jpg,71,110,105,111,80,136,75,154,103,154
021975.jpg,71,113,108,109,76,125,69,154,104,151
021976.jpg,69,111,108,111,91,134,70,152,106,152
021977.jpg,70,111,107,111,89,130,73,153,104,153
021978.jpg,75,109,102,109,71,132,78,156,99,158
021979.jpg,70,112,107,110,84,130,75,153,100,152
021980.jpg,67,113,110,112,90,138,68,150,108,150
021981.jpg,71,111,106,111,90,135,73,153,104,154
021982.jpg,76,108,101,108,68,134,76,156,101,160
021983.jpg,69,112,108,111,88,134,73,153,102,151
021984.jpg,69,111,108,112,86,135,72,151,105,152
021985.jpg,68,112,109,112,84,137,69,150,108,151
021986.jpg,73,112,106,107,107,134,69,155,104,154
021987.jpg,69,112,109,111,88,137,69,150,108,153
021988.jpg,69,110,107,112,88,139,71,153,107,152
021989.jpg,69,111,107,111,93,134,74,152,104,153
021990.jpg,71,111,107,110,92,128,74,153,103,153
021991.jpg,73,111,105,108,104,138,73,157,101,153
021992.jpg,69,111,108,111,92,139,73,152,104,151
021993.jpg,68,110,108,113,92,126,74,151,105,152
021994.jpg,68,112,109,112,87,139,66,152,111,150
021995.jpg,67,112,110,112,90,136,67,149,111,152
021996.jpg,68,112,109,112,89,140,70,151,107,152
021997.jpg,68,112,109,112,87,127,70,150,107,152
021998.jpg,70,110,106,111,86,134,74,153,104,153
021999.jpg,69,111,108,112,83,140,73,152,105,152
022000.jpg,70,111,107,111,85,140,74,155,104,151
022001.jpg,67,112,110,112,93,135,66,151,111,149
022002.jpg,67,110,108,113,81,139,68,150,112,152
022003.jpg,70,110,107,111,87,135,69,153,109,152
022004.jpg,71,110,106,111,95,130,73,152,105,155
022005.jpg,69,111,108,111,87,129,75,152,102,152
022006.jpg,70,112,108,110,82,132,73,153,102,151
022007.jpg,70,111,107,111,88,141,73,152,105,153
022008.jpg,69,111,107,111,88,135,71,152,107,153
022009.jpg,68,111,109,112,88,133,72,151,106,151
022010.jpg,71,111,107,110,80,135,76,153,101,153
022011.jpg,69,111,107,111,89,133,73,152,104,153
022012.jpg,74,107,102,111,73,132,77,156,103,157
022013.jpg,71,112,107,110,87,130,73,154,102,152
022014.jpg,67,113,111,112,89,139,62,149,113,150
022015.jpg,71,111,107,110,84,133,75,153,102,153
022016.jpg,68,112,109,112,90,140,70,151,107,151
022017.jpg,71,110,106,111,91,130,75,153,102,154
022018.jpg,70,112,108,110,92,136,73,152,103,152
022019.jpg,68,110,107,113,103,122,70,150,111,153
022020.jpg,71,112,107,109,91,135,65,153,109,153
022021.jpg,69,112,108,112,85,134,66,152,111,151
022022.jpg,71,111,107,110,93,133,72,153,104,154
022023.jpg,69,111,108,111,84,135,70,151,108,153
022024.jpg,69,111,107,111,85,137,73,152,104,152
022025.jpg,68,111,109,112,86,136,68,151,110,151
022026.jpg,68,112,109,111,91,138,72,152,105,150
022027.jpg,71,110,106,110,90,134,74,154,103,154
022028.jpg,68,113,110,111,98,138,66,151,109,150
022029.jpg,71,113,108,109,96,137,71,155,102,151
022030.jpg,67,112,110,112,87,140,69,149,108,150
022031.jpg,69,112,108,111,99,141,69,152,107,152
022032.jpg,69,111,107,111,81,141,72,151,105,154
022033.jpg,69,111,108,112,88,140,69,152,108,152
022034.jpg,69,111,108,112,96,130,70,149,108,154
022035.jpg,70,112,108,110,90,136,74,152,101,153
022036.jpg,69,112,108,111,91,135,71,152,105,152
022037.jpg,70,111,107,111,87,129,74,153,102,153
022038.jpg,71,111,106,110,99,135,74,154,103,153
022039.jpg,67,112,110,112,86,132,64,150,112,151
022040.jpg,67,111,109,113,88,137,67,149,111,152
022041.jpg,72,110,105,110,102,129,74,154,103,154
022042.jpg,69,111,108,112,77,138,67,151,111,153
022043.jpg,71,110,106,111,98,133,74,155,105,153
022044.jpg,70,112,108,110,87,133,72,153,103,152
022045.jpg,68,112,109,112,86,139,71,150,106,152
022046.jpg,68,111,109,112,90,134,72,152,106,150
022047.jpg,69,111,108,111,91,135,68,152,109,151
022048.jpg,71,112,107,110,88,129,71,153,104,153
022049.jpg,66,113,111,113,88,140,67,149,110,149
022050.jpg,68,112,109,112,90,133,65,153,112,150
022051.jpg,68,111,108,112,84,142,71,151,106,152
022052.jpg,68,113,110,111,87,138,68,150,108,151
022053.jpg,71,110,106,110,102,133,71,155,106,153
022054.jpg,69,112,108,111,90,135,67,154,109,150
022055.jpg,68,111,109,112,87,134,72,151,105,151
022056.jpg,69,110,107,112,94,126,74,151,105,154
022057.jpg,68,112,109,112,84,137,70,150,107,152
022058.jpg,69,111,108,111,86,138,74,152,103,152
022059.jpg,68,111,109,112,82,141,69,150,108,151
022060.jpg,70,111,107,110,93,134,75,153,101,152
022061.jpg,70,111,107,111,91,137,74,153,104,153
022062.jpg,67,112,110,113,85,143,68,150,111,150
022063.jpg,69,112,108,111,83,135,67,152,109,152
022064.jpg,70,111,107,111,93,131,72,152,105,153
022065.jpg,68,110,107,113,83,139,72,150,108,153
022066.jpg,69,111,108,112,88,132,69,152,108,151
022067.jpg,70,112,108,110,97,140,68,153,108,152
022068.jpg,71,111,106,110,94,135,73,152,104,155
022069.jpg,70,109,106,112,79,141,71,153,108,153
022070.jpg,69,112,108,111,86,139,71,151,105,152
022071.jpg,67,112,110,112,84,139,67,150,109,150
022072.jpg,70,112,108,110,87,131,70,153,104,152
022073.jpg,70,111,107,111,84,132,73,153,104,152
022074.jpg,71,111,107,110,88,139,68,153,108,153
022075.jpg,69,111,108,111,86,132,66,151,111,153
022076.jpg,67,111,109,112,86,135,71,150,107,152
022077.jpg,70,111,107,110,87,137,67,153,109,152
022078.jpg,68,112,109,112,87,137,69,151,108,151
022079.jpg,68,113,109,111,90,139,70,151,106,151
022080.jpg,67,112,110,112,87,138,67,151,110,149
022081.jpg,69,112,108,111,82,137,72,152,104,151
022082.jpg,68,111,109,112,86,133,68,151,109,151
022083.jpg,70,111,107,111,86,137,71,152,106,153
022084.jpg,70,111,107,111,91,137,74,152,102,153
022085.jpg,69,113,109,110,75,129,70,154,105,150
022086.jpg,72,110,105,111,98,135,73,154,105,155
022087.jpg,69,110,107,112,83,138,76,153,103,151
022088.jpg,71,111,106,110,78,134,74,153,103,155
022089.jpg,68,112,109,111,87,135,66,150,110,152
022090.jpg,71,108,104,112,98,128,78,155,102,154
022091.jpg,68,111,108,112,82,136,68,151,111,153
022092.jpg,69,112,109,111,87,138,69,152,108,151
022093.jpg,70,112,107,110,99,138,70,155,106,151
022094.jpg,70,111,107,111,88,140,74,152,104,154
022095.jpg,71,112,107,109,80,131,72,154,103,152
022096.jpg,68,111,108,112,89,134,71,152,107,151
022097.jpg,69,111,108,111,85,130,73,152,104,153
022098.jpg,71,112,107,109,82,129,74,154,101,153
022099.jpg,70,111,107,111,79,137,69,152,108,153
022100.jpg,67,111,110,113,86,139,67,150,111,150
022101.jpg,67,112,110,112,86,141,66,150,111,150
022102.jpg,69,112,108,111,83,136,73,152,103,151
022103.jpg,70,111,107,111,88,138,75,153,102,152
022104.jpg,70,111,108,111,87,135,73,152,104,153
022105.jpg,72,111,106,109,83,131,73,155,102,154
022106.jpg,68,112,109,112,88,135,69,151,108,151
022107.jpg,69,111,108,112,81,138,70,150,109,153
022108.jpg,73,112,106,108,74,128,70,154,102,156
022109.jpg,73,108,103,111,100,126,77,155,102,157
022110.jpg,70,111,107,111,92,135,78,156,100,150
022111.jpg,68,111,108,112,88,138,70,152,108,151
022112.jpg,73,110,105,109,85,129,77,155,99,155
022113.jpg,70,111,107,111,84,135,73,152,104,153
022114.jpg,70,112,108,110,96,138,73,154,102,151
022115.jpg,69,112,109,111,84,137,71,151,105,152
022116.jpg,68,113,110,111,92,135,71,151,104,151
022117.jpg,70,111,108,111,83,132,68,152,108,152
022118.jpg,69,112,109,111,85,136,72,151,105,152
022119.jpg,70,111,108,111,91,139,74,152,103,153
022120.jpg,70,108,105,113,97,128,76,153,105,155
022121.jpg,68,112,109,112,84,135,74,151,104,151
022122.jpg,71,110,106,111,94,132,75,154,102,154
022123.jpg,69,111,108,111,90,133,73,152,104,152
022124.jpg,68,112,109,111,88,137,70,150,107,152
022125.jpg,72,112,106,109,76,126,74,155,101,153
022126.jpg,67,111,109,112,86,139,69,150,109,151
022127.jpg,69,110,107,112,99,131,74,151,105,153
022128.jpg,69,112,108,110,87,126,71,153,104,151
022129.jpg,68,112,109,112,84,134,69,150,108,152
022130.jpg,69,112,108,111,79,138,71,152,104,152
022131.jpg,69,112,109,111,88,140,71,151,105,151
022132.jpg,69,111,108,112,90,139,72,151,105,152
022133.jpg,67,110,108,114,77,138,69,149,112,152
022134.jpg,70,112,108,110,86,136,72,151,103,154
022135.jpg,70,111,108,111,88,136,67,152,110,152
022136.jpg,67,112,110,113,88,139,74,150,104,150
022137.jpg,71,111,106,110,97,135,76,154,101,153
022138.jpg,71,109,105,111,77,138,75,153,103,155
022139.jpg,69,111,107,111,91,135,72,152,106,152
022140.jpg,69,112,108,111,90,132,72,152,104,152
022141.jpg,70,111,107,111,84,131,74,152,102,153
022142.jpg,69,110,107,112,78,137,68,150,110,154
022143.jpg,70,112,108,110,98,135,69,153,107,152
022144.jpg,71,111,107,110,86,133,74,152,102,154
022145.jpg,68,112,109,112,91,134,69,151,108,151
022146.jpg,67,110,108,113,85,140,69,150,111,152
022147.jpg,69,111,108,111,89,134,73,152,104,152
022148.jpg,69,111,108,112,82,135,73,152,104,152
022149.jpg,69,111,108,111,92,131,71,152,106,152
022150.jpg,70,110,107,111,91,130,75,153,103,153
022151.jpg,71,110,106,111,95,132,76,154,101,153
022152.jpg,69,112,108,111,88,129,73,152,104,151
022153.jpg,68,111,108,112,79,139,71,150,107,153
022154.jpg,70,111,107,111,88,138,75,153,101,152
022155.jpg,74,104,99,112,65,136,79,157,105,160
022156.jpg,67,112,110,113,86,138,66,150,112,150
022157.jpg,70,109,105,112,80,141,73,152,107,155
022158.jpg,77,108,100,108,107,133,79,158,98,160
022159.jpg,70,111,107,111,90,137,73,152,104,153
022160.jpg,71,112,107,110,103,138,70,153,105,153
022161.jpg,73,112,105,108,108,133,71,156,102,154
022162.jpg,69,112,108,111,94,140,71,153,105,150
022163.jpg,68,111,108,112,84,132,67,151,111,152
022164.jpg,67,112,110,113,88,137,71,150,107,150
022165.jpg,68,111,109,113,90,137,69,151,109,151
022166.jpg,72,111,105,110,93,136,74,156,102,153
022167.jpg,68,112,109,112,91,128,72,151,105,152
022168.jpg,70,110,106,111,101,131,76,156,102,151
022169.jpg,71,112,107,109,83,131,71,155,104,152
022170.jpg,69,112,108,111,94,139,71,152,105,151
022171.jpg,69,111,108,111,84,136,68,152,108,152
022172.jpg,68,112,109,112,103,137,70,154,106,148
022173.jpg,69,110,107,112,79,136,74,151,104,154
022174.jpg,69,112,109,111,93,131,66,151,110,152
022175.jpg,69,112,108,111,90,138,74,153,103,151
022176.jpg,67,111,109,113,88,133,71,151,107,150
022177.jpg,69,112,109,110,82,132,72,152,103,151
022178.jpg,70,112,108,110,95,136,69,154,105,150
022179.jpg,69,112,108,111,92,138,68,152,107,152
022180.jpg,70,111,107,111,97,127,72,153,105,153
022181.jpg,68,111,108,112,86,136,69,151,109,151
022182.jpg,68,112,109,111,88,135,69,151,107,151
022183.jpg,71,112,107,110,89,136,71,153,104,153
022184.jpg,68,111,108,113,82,137,71,151,108,152
022185.jpg,70,110,106,112,81,137,71,151,107,155
022186.jpg,69,112,109,111,84,132,71,152,105,151
022187.jpg,68,111,109,112,87,136,70,150,108,151
022188.jpg,67,112,110,112,90,136,70,151,106,150
022189.jpg,70,113,109,110,74,131,69,152,105,152
022190.jpg,69,112,109,111,90,136,70,151,105,151
022191.jpg,68,112,109,112,88,134,66,150,111,151
022192.jpg,70,110,106,111,79,138,74,154,103,153
022193.jpg,71,110,106,111,84,124,73,153,105,154
022194.jpg,70,112,108,110,89,128,70,152,106,152
022195.jpg,71,111,106,110,86,125,72,155,104,152
022196.jpg,69,110,107,112,72,139,69,151,109,154
022197.jpg,69,111,108,112,87,141,67,151,110,152
022198.jpg,70,111,107,110,93,137,72,152,104,154
022199.jpg,67,112,110,113,83,142,67,150,111,150
022200.jpg,70,111,107,111,88,138,73,152,104,153
022201.jpg,67,112,110,112,89,139,71,152,106,149
022202.jpg,71,110,105,111,79,138,76,153,102,155
022203.jpg,71,110,106,110,76,139,75,154,102,154
022204.jpg,68,112,109,112,87,137,69,151,108,151
022205.jpg,71,109,105,111,76,135,76,152,103,156
022206.jpg,70,108,105,112,70,136,75,152,106,156
022207.jpg,68,112,109,111,93,136,69,151,108,151
022208.jpg,70,110,106,111,90,129,71,154,106,153
022209.jpg,72,109,104,111,75,138,76,156,103,155
022210.jpg,70,111,108,111,96,138,70,153,106,152
022211.jpg,68,110,108,113,82,138,70,151,109,152
022212.jpg,69,111,108,111,88,132,73,152,104,152
022213.jpg,78,109,100,106,66,135,74,164,101,155
022214.jpg,68,113,109,111,94,143,65,153,110,149
022215.jpg,69,111,108,111,83,138,72,152,106,152
022216.jpg,68,112,109,111,87,130,69,150,107,151
022217.jpg,68,112,109,112,88,134,69,151,107,151
022218.jpg,71,111,107,110,82,136,73,153,103,153
022219.jpg,68,111,108,112,80,134,66,150,112,153
022220.jpg,70,114,109,109,97,138,67,154,106,150
022221.jpg,71,111,106,110,102,139,70,155,106,152
022222.jpg,70,111,107,111,92,134,74,152,102,153
022223.jpg,69,111,108,111,88,136,72,152,105,152
022224.jpg,70,109,105,112,102,126,75,153,105,154
022225.jpg,71,111,106,110,83,134,75,153,102,154
022226.jpg,68,111,108,112,90,136,72,152,106,151
022227.jpg,68,112,109,112,89,137,73,151,104,150
022228.jpg,68,112,109,111,85,139,69,151,107,151
022229.jpg,71,111,106,110,81,133,74,154,103,154
022230.jpg,68,113,110,110,97,141,61,152,113,149
022231.jpg,70,111,107,111,86,134,72,152,105,153
022232.jpg,70,111,107,111,85,140,73,153,104,153
022233.jpg,69,111,108,111,89,131,70,152,107,152
022234.jpg,71,111,107,110,86,137,73,154,103,152
022235.jpg,71,111,106,110,82,136,75,154,101,153
022236.jpg,69,112,108,110,95,130,69,154,106,150
022237.jpg,69,111,108,112,90,136,73,153,104,151
022238.jpg,67,112,110,113,90,137,67,150,111,150
022239.jpg,70,111,107,111,88,136,68,154,109,152
022240.jpg,71,111,106,111,81,136,74,152,103,154
022241.jpg,70,111,107,111,87,135,73,153,103,153
022242.jpg,68,112,109,112,85,139,72,153,106,149
022243.jpg,68,110,108,113,100,128,76,151,103,152
022244.jpg,69,112,108,111,85,132,72,151,104,153
022245.jpg,70,111,107,111,89,134,72,152,106,153
022246.jpg,69,112,108,111,84,134,71,151,105,153
022247.jpg,70,111,107,111,86,140,72,152,105,153
022248.jpg,69,111,108,111,90,142,70,151,107,153
022249.jpg,69,112,108,111,90,131,73,151,103,152
022250.jpg,70,109,105,112,78,136,76,154,103,153
022251.jpg,69,111,108,111,97,133,70,153,107,151
022252.jpg,69,111,108,111,91,126,71,152,106,152
022253.jpg,68,110,108,113,94,126,72,151,107,152
022254.jpg,70,111,107,111,92,136,74,154,103,153
022255.jpg,70,111,107,111,86,135,68,154,110,151
022256.jpg,69,111,108,111,94,140,69,152,108,152
022257.jpg,69,113,109,111,87,132,69,151,106,151
022258.jpg,69,111,108,112,91,139,70,152,108,151
022259.jpg,73,110,104,109,70,131,74,157,102,154
022260.jpg,69,111,108,111,92,138,73,152,104,152
022261.jpg,68,113,110,111,95,135,68,152,107,150
022262.jpg,63,111,112,115,92,118,75,147,106,148
022263.jpg,70,111,107,111,90,130,74,153,103,153
022264.jpg,71,110,106,111,92,133,73,154,104,154
022265.jpg,70,112,108,110,77,138,70,151,105,154
022266.jpg,69,112,108,111,94,136,69,153,107,151
022267.jpg,69,111,107,111,93,130,70,152,108,153
022268.jpg,67,112,110,112,93,139,71,151,105,149
022269.jpg,78,112,102,104,113,132,78,160,91,157
022270.jpg,67,111,109,113,82,141,64,151,114,150
022271.jpg,70,111,107,111,78,135,75,151,102,155
022272.jpg,71,111,107,111,102,137,73,154,104,153
022273.jpg,69,113,109,111,99,138,68,152,108,150
022274.jpg,69,111,108,112,95,125,73,152,105,151
022275.jpg,71,111,106,111,83,137,72,154,105,153
